,Date,Stock,pos_ma,neu_ma,neg_ma
68,2023-01-31,ACGL,0.333397583222677,0.6629265977362285,0.0036758031755154
69,2023-02-28,ACGL,0.0179525782864402,0.9802156090736388,0.0018317594949621
70,2023-03-31,ACGL,0.5379538126289845,0.4606383527861908,0.0014077665251761
71,2023-04-30,ACGL,0.666678384472713,0.3331365263626272,0.0001851222620103
72,2023-05-31,ACGL,1.5488207812571393e-05,0.9998632470766704,0.0001212807934886
73,2023-06-30,ACGL,0.6666440364556365,0.3333334470803493,2.2550497347377057e-05
74,2023-07-31,ACGL,0.2500002363727222,0.7499795528545619,2.021348606984219e-05
75,2023-08-31,ACGL,0.5000139895146276,0.4996302185724062,0.0003557477223807
76,2023-09-30,ACGL,0.4998964319893275,0.5000585699162912,4.498806993069593e-05
77,2022-09-30,ACN,0.0008123999116662,0.4991636344348791,0.5000239654418692
78,2022-10-31,ACN,3.88469470635755e-06,0.9989603757858276,0.0010356598068028
79,2022-11-30,ACN,0.4010903143935138,0.3874727408692706,0.2114369844973111
80,2022-12-31,ACN,0.2531990046941246,0.7460780682067707,0.0007229443519918
81,2023-01-31,ACN,0.331436099280836,0.6682440466247498,0.0003198290190387
82,2023-02-28,ACN,0.2513636474897289,0.5240964260510736,0.2245398807162359
83,2023-03-31,ACN,0.0038548089751912,0.987219512462616,0.0089256516980639
84,2023-04-30,ACN,0.5048569504497209,0.443370568332682,0.0517724907120395
85,2023-05-31,ACN,0.4525480154097749,0.5447536855936049,0.0026982989625139
86,2023-06-30,ACN,0.0954127102450001,0.4245231305831112,0.4800641826623177
87,2023-07-31,ACN,0.5012560420796035,0.4918980898606406,0.0068458742775358
88,2023-08-31,ACN,0.3427140252982402,0.657265504679098,2.0475149642873447e-05
89,2023-09-30,ACN,0.9999786615371704,2.0983012920527955e-05,3.400178885115679e-07
90,2022-09-30,ADBE,0.9996815025806428,0.0001524428116396,0.0001660233517668
91,2022-10-31,ADBE,0.3334449519364473,0.3391461122919281,0.3274089337179854
92,2022-11-30,ADBE,0.4163543996205447,0.5193366534846708,0.0643089578333691
93,2022-12-31,ADBE,0.467625624606929,0.5302741342864227,0.0021002410621436
94,2023-01-31,ADBE,0.3318534752761479,0.5981633221660255,0.0699832094542216
95,2023-02-28,ADBE,0.4330290086509194,0.2992751014103318,0.2676958805236573
96,2023-03-31,ADBE,0.1835542244571115,0.5536009084753459,0.2628448831383138
97,2023-04-30,ADBE,0.7276051541169485,0.0869678146940164,0.185427066182387
98,2023-05-31,ADBE,0.2267974195080265,0.499105545381705,0.2740970090574895
99,2023-06-30,ADBE,0.3577336089692835,0.6356897853314876,0.0065765721286879
100,2023-07-31,ADBE,0.6851671226322651,0.2902465418095863,0.0245863585203492
101,2023-08-31,ADBE,0.2757631272149865,0.4741692677422691,0.2500676145945064
102,2023-09-30,ADBE,0.8327884674072266,0.1651016753703515,0.0021098253837407
103,2022-10-31,ADI,0.466100162215298,0.5161193888634443,0.017780466005206
104,2022-11-30,ADI,0.9999995231628418,4.993537459085928e-07,3.580035468075948e-08
105,2022-12-31,ADI,0.6829753083487352,0.3170111955388255,1.351986199749078e-05
106,2023-01-31,ADI,2.6061540552291262e-06,0.9999746680259703,2.270290769956773e-05
107,2023-02-28,ADI,0.2732948615576873,0.5022424698672694,0.2244626297103877
108,2023-03-31,ADI,0.9948949366807938,0.0036657816144511,0.001439250856606
109,2023-04-30,ADI,0.9931532144546508,0.0068322774559419,1.4548203751019171e-05
110,2023-05-31,ADI,0.6135228503931671,0.3803463869327839,0.0061307214819965
111,2023-06-30,ADI,0.0015639081439075,0.9973539113998412,0.0010821714374742
112,2023-07-31,ADI,0.999999701976776,2.094399267349445e-07,1.127946145373926e-07
113,2023-08-31,ADI,0.1646678636770957,0.5805374042392941,0.2547947452503649
114,2023-09-30,ADI,0.0013322401456434,0.998486578464508,0.0001811190486477
115,2022-09-30,ADM,0.0011657976060632,0.987216740846634,0.0116174418944865
116,2022-10-31,ADM,0.0239267413417109,0.975238412618637,0.0008348212577402
117,2022-11-30,ADM,0.7172417491674423,0.1440593830639045,0.1386988503380735
118,2022-12-31,ADM,0.613328485856376,0.0547919126002014,0.3318796247507787
119,2023-01-31,ADM,0.3335668908548541,0.6661627210192053,0.0002704161311216
120,2023-02-28,ADM,0.4999963638175586,1.4787652617087588e-05,0.4999888624058712
121,2023-03-31,ADM,0.5021260711364448,0.4960939203466843,0.0017800458284966
122,2023-04-30,ADM,0.3888135155042012,0.316098537031787,0.2950879427493487
123,2023-05-31,ADM,2.1841822928081458e-07,0.999990701675415,9.108964604820358e-06
124,2023-06-30,ADM,0.9999990463256836,5.03579201449611e-07,4.985493546882935e-07
125,2023-07-31,ADM,0.0258254928186639,0.9704494675000508,0.0037250656669129
126,2023-08-31,ADM,0.6479495664242041,0.2500270355288521,0.1020234018612562
127,2023-09-30,ADM,0.5001931693550431,0.4997947989630518,1.2023161147567407e-05
128,2022-09-30,ADP,0.6032100319862366,0.3966745537132965,0.0001154537895047
129,2022-10-31,ADP,0.506775033660233,0.4829926873417207,0.0102322483053284
130,2022-11-30,ADP,0.666505053236809,0.3303984233943163,0.0030965697775245
131,2022-12-31,ADP,0.1292378536340947,0.7780940930048624,0.092668080987399
132,2023-01-31,ADP,0.1665532213901315,0.4526085475590662,0.3808382153511047
133,2023-02-28,ADP,0.5000642780942143,0.4990084378012796,0.0009272704854197
134,2023-04-30,ADP,0.33382220461984,0.6659017928358631,0.0002759873399516
135,2023-05-31,ADP,0.7797409296035767,0.0006360130500979,0.2196231037378311
136,2023-06-30,ADP,1.5696971900069914e-07,0.999996781349182,3.140676426482969e-06
137,2023-07-31,ADP,0.7500064960377131,0.2496793421624943,0.0003141944582849
138,2023-08-31,ADP,0.4341943497420288,0.2644369341261523,0.3013686769619638
139,2023-09-30,ADP,0.9999977350234984,2.1361216795412474e-06,7.475849983507032e-08
140,2022-10-31,ADSK,0.5000189365564438,0.4996896975847563,0.000291364508655
141,2022-11-30,ADSK,1.0,1.1823799717092243e-09,5.676749736949205e-09
142,2022-12-31,ADSK,0.2001814466791984,0.0056239215915411,0.7941946056550251
143,2023-01-31,ADSK,1.0,9.106230658417761e-09,1.9401012796294026e-08
144,2023-02-28,ADSK,2.9102264079483572e-05,0.3388747690866391,0.6610961302291495
145,2023-03-31,ADSK,0.0304595176130533,0.9680951237678528,0.0014452975010499
146,2023-05-31,ADSK,0.6690551328162352,0.3309074903638288,3.7400554102614616e-05
147,2023-06-30,ADSK,0.3412775715623865,0.6475884988903999,0.011133881803289
148,2023-07-31,ADSK,0.9975053866704304,5.164882500705116e-05,0.002442965897103
149,2023-08-31,ADSK,0.5000059974045534,0.4993286605155664,0.0006653662651139
150,2023-09-30,ADSK,0.0574655942618846,0.916172444820404,0.026361970230937
151,2022-09-30,AEE,0.5000024133680654,0.4998858468893985,0.0001117557558245
152,2022-10-31,AEE,0.4999996295986761,0.4999988612384812,1.4801572945088992e-06
153,2022-11-30,AEE,3.8324853335325326e-07,0.999996542930603,3.102227765339194e-06
154,2023-01-31,AEE,5.985004099784419e-05,0.9999328851699828,7.2892526077339426e-06
155,2023-02-28,AEE,0.9999997615814208,2.1629394097999466e-07,2.4739229331771646e-08
156,2023-03-31,AEE,0.0844121575355529,0.9153257608413696,0.0002620513259898
157,2023-04-30,AEE,0.6726803332567215,0.0182524943359112,0.3090671862623821
158,2023-05-31,AEE,0.9999991655349731,5.784796712759999e-07,2.188438372741075e-07
159,2023-07-31,AEE,0.5011327476240695,0.4971069295023369,0.0017603433079074
160,2023-08-31,AEE,0.4986896921967059,0.2504205956965961,0.2508897426814655
161,2023-09-30,AEE,0.6704199612140654,0.2825501578736293,0.0470298627749982
162,2022-09-30,AEP,0.5000082557398855,0.4999794601773146,1.2265982377357432e-05
163,2022-11-30,AEP,0.8550554513931274,0.1447563122422934,0.0001881837898877
164,2022-12-31,AEP,8.036240615183488e-06,0.9999896287918092,2.430302401990048e-06
165,2023-01-31,AEP,0.342214433035527,0.6369301527010975,0.0208554073717952
166,2023-02-28,AEP,0.6477613449096679,0.2175703947064917,0.1346682471881877
167,2023-04-30,AEP,0.0106524527072906,0.9488065242767334,0.0405410341918468
168,2023-06-30,AEP,0.766724427541097,0.1079735615743253,0.1253019837649441
169,2023-07-31,AEP,0.6667565354922166,0.333224631557016,1.8887815008916675e-05
170,2023-08-31,AEP,0.9918887615203856,7.830495223968878e-05,0.0080329542273993
171,2023-09-30,AEP,0.1955511226146882,0.6737134158611298,0.1307354121963726
172,2022-10-31,AES,0.7731318473815918,0.2262548059225082,0.000613366253674
173,2022-11-30,AES,0.4991210408260258,0.5000212191098399,0.0008577343878641
174,2022-12-31,AES,0.9937711358070374,0.0062203619777534,8.484995809965312e-06
175,2023-01-31,AES,0.6653700030935094,0.3345201766072326,0.0001097901439663
176,2023-02-28,AES,0.023930772298172,0.975839376449585,0.0002297855062351
177,2023-03-31,AES,0.9999994039535522,1.3605578885744762e-08,5.833460932080925e-07
178,2023-04-30,AES,0.4999999128830552,0.4999911135370639,8.91528758018012e-06
179,2023-05-31,AES,0.0001441894605136,0.9996414581934612,0.0002143390138371
180,2023-06-30,AES,0.2512680673971772,0.5168588384985924,0.2318731369450687
181,2023-07-31,AES,0.7988359965384007,0.2008658797776349,0.0002981335260254
182,2023-08-31,AES,0.5000880348816281,0.4997475280986094,0.0001644015248842
183,2023-09-30,AES,0.1485016719088889,0.7722653448581696,0.0792329907417296
184,2022-09-30,AFL,0.9999998807907104,7.74778357026662e-08,2.81639902510733e-08
185,2022-10-31,AFL,1.0,3.9625511760732486e-08,4.691083432817322e-08
186,2022-11-30,AFL,0.9999994039535522,9.165212588868601e-08,4.262388699771691e-07
187,2022-12-31,AFL,0.9126871426900228,0.0871838858889949,0.0001290067221664
188,2023-01-31,AFL,0.5001107696880354,0.3146816071875946,0.1852075722022163
189,2023-02-28,AFL,0.581660215265174,0.2808348671924818,0.137504858040117
190,2023-03-31,AFL,0.3680355855428084,0.2986250769572507,0.3333393117409287
191,2023-04-30,AFL,0.3330227855870665,0.6494621959282084,0.0175149687008039
192,2023-05-31,AFL,0.9999983310699464,4.09806659718015e-07,1.2968846476724138e-06
193,2023-06-30,AFL,0.4331848512568285,0.4510829976864215,0.1157321370108888
194,2023-07-31,AFL,0.3333858490853648,0.4971583551233986,0.169455830177128
195,2023-08-31,AFL,0.4137144921280651,0.5739383103762066,0.0123472329678406
196,2023-09-30,AFL,0.4999997823974613,0.4999988517688791,1.3467496131625012e-06
197,2022-09-30,AIG,0.5000619754719082,0.4999036502577276,3.441957357530612e-05
198,2022-10-31,AIG,0.7500012355494619,0.2492351700363428,0.0007636110045794
199,2022-11-30,AIG,0.5381329543888569,0.2367993327097792,0.2250677302639587
200,2022-12-31,AIG,0.995111644268036,0.0040698046796023,0.0008185189799405
201,2023-01-31,AIG,0.9591105580329894,3.763601307582576e-05,0.0408517948752944
202,2023-02-28,AIG,0.5000031249104211,0.2505582243774045,0.249438664018875
203,2023-03-31,AIG,0.1618991941213607,0.4788209497928619,0.3592799007892608
204,2023-04-30,AIG,0.6666351404253467,0.333348455822905,1.638352721518762e-05
205,2023-05-31,AIG,0.0003995414808741,0.9991813600063324,0.0004191399093542
206,2023-06-30,AIG,0.4054700692816482,0.4647159732412547,0.1298139542341232
207,2023-07-31,AIG,0.4887475641407945,0.060215551406145,0.4510368494975409
208,2023-08-31,AIG,0.1509668141644577,0.8487785657246908,0.0002546146206441
209,2023-09-30,AIG,0.9999988675117492,1.0169846731411525e-06,1.1681134015617545e-07
210,2022-10-31,AIZ,0.9999995231628418,1.9199804057734585e-07,2.377688304022741e-07
211,2022-11-30,AIZ,0.9790282547473907,0.0209446207154542,2.711221236495476e-05
212,2022-12-31,AIZ,3.1808038329472765e-05,0.9999098777770996,5.825617699883878e-05
213,2023-01-31,AIZ,0.499965457795497,0.5000008450588211,3.375895428803233e-05
214,2023-02-28,AIZ,0.9999969005584716,2.920313818322029e-06,1.982015902513013e-07
215,2023-04-30,AIZ,1.0,3.1400018141169994e-09,6.744471203745661e-09
216,2023-05-31,AIZ,0.4284258192099723,0.4470032000293334,0.1245709635574409
217,2023-06-30,AIZ,0.4882497786618387,0.4998860431624053,0.0118641329463571
218,2023-07-31,AIZ,0.999993085861206,6.794726687076036e-06,1.5134206421407725e-07
219,2023-08-31,AIZ,0.3461492577698664,0.6454531040005994,0.0083976600751043
220,2023-09-30,AIZ,0.6162036061286926,0.0684334094267029,0.3153630138017718
221,2022-09-30,AJG,1.3698784641746896e-05,0.9999853372573853,9.492395633969864e-07
222,2022-10-31,AJG,0.4219448757282862,0.0780667036260638,0.4999884049088905
223,2022-11-30,AJG,0.5000010576228533,0.4937150223018167,0.0062839217666543
224,2023-01-31,AJG,0.9975916147232056,0.0023862663656473,2.208023943239823e-05
225,2023-02-28,AJG,0.9997341334819794,0.0001485236971347,0.0001173423997897
226,2023-03-31,AJG,0.5220392346382141,0.0002605296613182,0.4777002036571502
227,2023-05-31,AJG,0.6584728062152863,0.3414906231218992,3.660684859596586e-05
228,2023-06-30,AJG,1.466359753976576e-05,0.9997593760490416,0.0002259673638036
229,2023-07-31,AJG,0.0039661098271608,0.918148934841156,0.0778850093483924
230,2023-08-31,AJG,0.3610347500908422,0.3663376171995575,0.2726276552455904
231,2023-09-30,AJG,0.4999888742215717,0.4999798182707309,3.1339941074293165e-05
232,2023-01-31,AKAM,3.043617653020192e-06,0.999951720237732,4.52085878350772e-05
233,2023-02-28,AKAM,0.9878700375556946,0.0006366092975575,0.0114933593360943
234,2023-04-30,AKAM,0.9999921321868896,4.528634235612117e-06,3.3188359793712152e-06
235,2023-05-31,AKAM,0.1258123964071273,0.843822717666626,0.0303648225963115
236,2023-06-30,AKAM,0.9494417309761048,0.0415860881612388,0.0089721723843467
237,2023-07-31,AKAM,0.993242839972178,0.0024479535527714,0.0043092271268201
238,2023-08-31,AKAM,0.9999980926513672,1.519465039715821e-06,4.131626809567024e-07
239,2023-09-30,AKAM,0.5000137384768095,0.4997671136028216,0.0002191143702416
240,2022-09-30,ALB,0.999998927116394,1.075789128890392e-07,9.160861509371898e-07
241,2022-10-31,ALB,0.6666659056510582,1.871962463114348e-06,0.3333322064734503
242,2022-11-30,ALB,0.6864404877026876,0.2326723813139803,0.0808871219344408
243,2022-12-31,ALB,0.6140461880828904,0.3852432943896625,0.0007105746916522
244,2023-01-31,ALB,0.9787257611751556,0.0004500298273341,0.0208241665086461
245,2023-02-28,ALB,0.5000081690222942,0.4998090568461322,0.0001827501329501
246,2023-03-31,ALB,0.500387191423215,0.4994627496677708,0.0001500633638897
247,2023-04-30,ALB,3.3574540793779306e-05,0.5071373898535967,0.4928290261887014
248,2023-05-31,ALB,0.5001982568251151,0.4990073543953999,0.0007943794871776
249,2023-06-30,ALB,0.750455021916423,0.2493335136458947,0.0002114710456666
250,2023-07-31,ALB,0.2617540094465767,0.7279284383996867,0.0103175077055226
251,2023-08-31,ALB,0.4896995176871617,0.050301227660384,0.4599992265182019
252,2023-09-30,ALB,4.416145770846924e-06,0.5015347030712292,0.4984608692529945
253,2022-11-30,ALGN,0.4998780156020075,0.3853341823299085,0.1147878030552836
254,2022-12-31,ALGN,0.9828733801841736,0.0001079691657607,0.0170186327611494
255,2023-01-31,ALGN,0.9593818783760072,0.0406076572835445,1.0421515980851837e-05
256,2023-02-28,ALGN,5.604090961239636e-05,0.999882161617279,6.177538011797065e-05
257,2023-04-30,ALGN,0.9999116659164428,8.768578118178993e-05,5.590330829363666e-07
258,2023-05-31,ALGN,2.13664847592554e-07,0.999964714050293,3.5029457649216056e-05
259,2023-06-30,ALGN,0.9997512102127074,0.0002374513588065,1.1292631569403966e-05
260,2023-07-31,ALGN,0.1728610076863408,0.8198258280754089,0.0073131243989337
261,2023-08-31,ALGN,0.006492733964175,0.5655623403533051,0.4279449298628606
262,2023-09-30,ALGN,0.5000000073320052,0.4999526541422909,4.7366808766824427e-05
263,2022-09-30,ALK,0.0001338146248599,0.0013329401845112,0.9985332489013672
264,2022-10-31,ALK,0.6666552260711379,1.920391313285178e-06,0.3333428314633846
265,2022-11-30,ALK,8.248354788520373e-05,0.9994839429855348,0.0004335684643592
266,2022-12-31,ALK,0.0054717591681309,0.0293793371529318,0.96514892578125
267,2023-01-31,ALK,0.0070364576386054,0.5088870916515588,0.484076422988437
268,2023-02-28,ALK,5.016554406248967e-06,0.6665081357483965,0.3334868410513915
269,2023-03-31,ALK,0.3333441062933768,0.6665451669963455,0.0001107164474725
270,2023-04-30,ALK,0.9999996423721312,2.2415848377477237e-07,1.7217801939750649e-07
271,2023-05-31,ALK,0.500863500405103,0.1044579201924875,0.3946785630095917
272,2023-06-30,ALK,0.9998761117458344,0.0001210405273468,2.8673982797045028e-06
273,2023-07-31,ALK,0.2603668046776874,0.6061619404708836,0.1334712675545084
274,2023-08-31,ALK,0.3755714064791391,0.4950603730976581,0.1293682046816683
275,2023-09-30,ALK,0.4999955741454797,0.5000026622994937,1.7338074371764378e-06
276,2020-08-31,ALL,3.38153358825366e-06,0.99977308511734,0.0002235268329968
277,2022-09-30,ALL,0.9999990463256836,5.980623996038048e-07,3.0192381927918177e-07
278,2022-10-31,ALL,0.3374338597562503,0.2310792605470244,0.4314868755172938
279,2022-11-30,ALL,0.0702503994107246,0.9280949234962464,0.0016547437990084
280,2023-01-31,ALL,0.6421127356588839,0.1037153425033541,0.254171914336202
281,2023-02-28,ALL,0.2552187966442857,0.7431974691118057,0.0015837644544376
282,2023-04-30,ALL,0.999974250793457,2.4501504213958476e-05,1.247850661911798e-06
283,2023-05-31,ALL,0.6648959038193425,0.3350845971792514,1.949185207195114e-05
284,2023-06-30,ALL,0.6661304129605318,0.3333311197196167,0.0005384895983742
285,2023-07-31,ALL,0.5704621821641922,0.4166559607548867,0.0128818360991455
286,2023-08-31,ALL,0.0002785530596156,0.6646544649641631,0.3350669145196054
287,2023-09-30,ALL,0.673028439283371,0.3269455317654319,2.6059231160502356e-05
288,2022-09-30,ALLE,0.5001569666783325,0.0034812956838976,0.4963617894404333
289,2022-12-31,ALLE,0.9349523186683656,0.0650290101766586,1.870928281277884e-05
290,2023-01-31,ALLE,0.6571615658892066,0.3309437607806392,0.0118946865832606
291,2023-02-28,ALLE,0.6666674663491298,0.3333288919462612,3.59008583927789e-06
292,2023-04-30,ALLE,0.999983012676239,4.0714432856248095e-06,1.2908554044344102e-05
293,2023-05-31,ALLE,0.6666706416229621,0.3333292103034432,1.7095788532965153e-07
294,2023-06-30,ALLE,0.9999997615814208,7.333424889566231e-08,7.15112307148047e-08
295,2023-07-31,ALLE,0.1074392795562744,0.0594339519739151,0.8331267237663269
296,2023-08-31,ALLE,0.9587522745132446,0.0411905279497659,5.7187461493394667e-05
297,2023-09-30,ALLE,0.9155063927173616,5.051284774282125e-05,0.0844430553994506
298,2022-09-30,AMAT,9.602755017108288e-05,0.7219428569078445,0.2779610729921841
299,2022-10-31,AMAT,0.2508914141685494,0.7489455072479814,0.0001630966186922
300,2022-11-30,AMAT,0.5413255803287028,0.4586073599057272,6.714685514452867e-05
301,2022-12-31,AMAT,0.5002443401608616,0.1321887829272593,0.3675668854087396
302,2023-01-31,AMAT,0.1697156197624281,0.7683615442365408,0.0619228229883219
303,2023-02-28,AMAT,0.9999998807907104,8.20041492488599e-08,5.4773124702478526e-08
304,2023-03-31,AMAT,0.999280959367752,0.0001048570937882,0.0006142385893212
305,2023-04-30,AMAT,0.5495851598680019,0.449472112396279,0.0009427271115782
306,2023-05-31,AMAT,0.6519944659291165,0.3425597496583729,0.0054457853433783
307,2023-06-30,AMAT,0.9817498922348022,0.0003504765772958,0.017899670444649
308,2023-07-31,AMAT,0.604304015258208,0.3728441283937997,0.0228518409480073
309,2023-08-31,AMAT,0.0001214354670082,0.8800908327102661,0.1197877120575867
310,2023-09-30,AMAT,0.5246309917420149,0.4528476547699399,0.0225214191994176
311,2022-10-31,AMCR,1.1700616596499458e-05,0.9999468326568604,4.145025377511047e-05
312,2022-12-31,AMCR,0.3158144309297199,0.6834452301263809,0.0007402998826364
313,2023-02-28,AMCR,1.409061860613292e-05,0.999816358089447,0.0001695006849331
314,2023-03-31,AMCR,0.9999996423721312,1.7378209449248066e-07,1.86671094581925e-07
315,2023-04-30,AMCR,0.0002448194718454,0.9995743632316588,0.000180713890586
316,2023-05-31,AMCR,2.4862602003850043e-06,0.9999874830245972,1.004396744974656e-05
317,2023-07-31,AMCR,0.5001175617362605,0.4989804006972917,0.0009020479789398
318,2023-08-31,AMCR,0.2906521069064779,0.6468353786913213,0.062512534350958
319,2023-09-30,AMCR,0.9999982118606568,1.632293901820958e-06,6.311315559059949e-08
320,2022-09-30,AMD,0.5000040761606215,0.0094579948843147,0.4905378862749785
321,2022-10-31,AMD,0.3350149367082243,0.1583332722470724,0.5066517821641033
322,2022-11-30,AMD,0.4976633485049433,0.502144152115946,0.0001925027932916
323,2022-12-31,AMD,0.510429886337235,0.2542715554211265,0.23529853329841
324,2023-01-31,AMD,0.3059986333826145,0.4626587690363521,0.2313426006244725
325,2023-02-28,AMD,0.5234820432960987,0.23746368936213,0.2390542583573278
326,2023-03-31,AMD,0.8659738302230835,0.0436194011354167,0.0904067748456144
327,2023-04-30,AMD,0.7499041999937788,0.2499170721102144,0.0001787249892996
328,2023-05-31,AMD,0.33672553475742,0.6444599147131266,0.0188145501210676
329,2023-06-30,AMD,0.7996207444451755,0.2003499644139083,2.926507417554883e-05
330,2023-07-31,AMD,0.2736674518410211,0.3108663313751449,0.41546620817941
331,2023-08-31,AMD,0.2517784025297941,0.5856071990240252,0.1626143913377138
332,2023-09-30,AMD,0.4999998023795342,0.4999984929281709,1.6681181307376394e-06
333,2022-09-30,AME,1.0,5.5110747076980715e-09,3.127356151821914e-08
334,2022-11-30,AME,0.6731532054642836,0.0039004451374537,0.3229463308779768
335,2022-12-31,AME,0.6629090309143066,0.3369848430156708,0.0001061445072991
336,2023-01-31,AME,3.699203944051988e-06,0.998723804950714,0.0012724950211122
337,2023-02-28,AME,0.8777193129062653,0.0775135627245617,0.0447671108158971
338,2023-03-31,AME,0.999998927116394,6.477230272139423e-07,4.4009576072312484e-07
